movie_idx,neighbor_idx,score,rank
11,110,0.05335847874196841,18
11,4738,0.05318073991771213,19
11,3652,0.05182268661961897,20
12,3,0.9393441804101524,1
12,7,0.9393441804101524,2
12,422,0.8989255825895611,3
12,430,0.8989255825895611,4
12,1349,0.8989255825895611,5
12,1442,0.7150167484331417,6
12,2527,0.6443822017726821,7
12,4111,0.6305107022143298,8
12,2269,0.6108747424529899,9
12,2121,0.5298595087568312,10
12,4353,0.4308057266544816,11
12,4761,0.4199007222630743,12
12,4275,0.3911906422622496,13
12,576,0.3627944323451218,14
12,1584,0.32990879671847445,15
12,3714,0.26529674300666267,16
12,783,0.25101719038172166,17
12,3731,0.2502415191031573,18
12,3500,0.23591962793151053,19
12,2351,0.22983858785089786,20
13,65,0.6235851082439622,1
13,1571,0.5729449597685488,2
13,192,0.5217422617226798,3
13,2042,0.3464814941289566,4
13,129,0.3360110537526956,5
13,481,0.32651046835335434,6
13,1425,0.15206625597459272,7
13,345,0.12366508475990999,8
13,185,0.11907079470580387,9
13,1011,0.11733144136999919,10
13,1871,0.11322383476926753,11
13,1444,0.10758603994820921,12
13,3927,0.1063553277976217,13
13,1576,0.10573644782190803,14
13,3359,0.1041589816221636,15
13,1908,0.10297657501818486,16
13,1918,0.10263889603827409,17
13,989,0.0984724070061797,18
13,1875,0.09397999523302367,19
13,28,0.0939043253953418,20
14,52,0.9049785118352399,1
14,8,0.8733460728183743,2
14,30,0.8604161536319448,3
14,1700,0.8436202998769168,4
14,426,0.772889265618557,5
14,1443,0.765619140135143,6
14,2,0.7328966192211572,7
14,50,0.7328966192211572,8
14,100,0.6042889565684162,9
14,83,0.5846418410300793,10
14,2401,0.409657364860822,11
14,2133,0.2986119694539693,12
14,336,0.16707064803442986,13
14,106,0.1569553995881597,14
14,4455,0.1569553995881597,15
14,3695,0.15159406605721362,16
14,1092,0.1485868199280503,17
14,219,0.14844975004078975,18
14,1356,0.14453715719850388,19
14,4448,0.14086894992061028,20
15,2113,1.0000000000000002,1
15,4055,1.0000000000000002,2
15,1890,0.9506096372089652,3
15,1366,0.7370617677488959,4
15,151,0.6850977615745872,5
15,2850,0.11779324457118932,6
15,106,0.11577435594412211,7
15,4455,0.11577435594412211,8
15,3695,0.11181969788090416,9
15,3978,0.11095579233325256,10
15,4057,0.1105740705479551,11
15,2143,0.10723934179951414,12
15,1356,0.10661433966948063,13
15,1092,0.10502598850246596,14
15,4448,0.10390857525371655,15
15,2427,0.10365855166035363,16
15,4878,0.10319258921441993,17
15,3743,0.1028430210180341,18
15,1342,0.10229286148503997,19
15,3784,0.10154140786937656,20
16,74,0.5325691897500126,1
16,22,0.5025091622729138,2
16,811,0.5025091622729138,3
16,4875,0.5025091622729138,4
16,57,0.4766167846123487,5
16,4444,0.4271467364359249,6
16,3230,0.4264310505056542,7
16,1974,0.4205088469085349,8
16,3397,0.391976465589048,9
16,2296,0.3734662165683479,10
16,2668,0.3710945762852359,11
16,3871,0.32439187093505734,12
16,1453,0.303753916596223,13
16,3876,0.273413530449402,14
16,2196,0.2712151576982145,15
16,1566,0.26924198138167593,16
16,4937,0.2576919366576397,17
16,1626,0.2554356480246394,18
16,3220,0.25515164685521313,19
16,588,0.2371943419036234,20
17,123,0.9781261935383055,1
17,2204,0.6780217077637919,2
17,860,0.6146928069887307,3
17,1104,0.5880023239793467,4
17,2264,0.5853572782847344,5
17,110,0.5587096805323312,6
17,2202,0.5294482262510882,7
17,2777,0.5114300500106169,8
17,2063,0.4899342400324337,9
17,1205,0.48982023484129145,10
17,453,0.46414393523326797,11
17,99,0.42424181465112876,12
17,1515,0.4052125234661021,13
17,3021,0.395677650976508,14
17,679,0.3878895159505512,15
17,101,0.38146115780278006,16
17,1094,0.38034611970724064,17
17,1110,0.37565218635511777,18
17,2982,0.3750641032011998,19
17,31,0.3489032249924313,20
18,3147,0.31383054439289243,1
18,1837,0.23322855679398724,2
18,1420,0.23038884454453656,3
18,90,0.19984014503152658,4
18,342,0.18864972747405565,5
18,1562,0.17395066352393773,6
18,2140,0.13909562840667766,7
18,1104,0.011230010685214049,8
18,110,0.011220938800532812,9
18,4738,0.011183561489251075,10
18,3844,0.011079782959196658,11
18,4781,0.011018098519254173,12
18,3652,0.010897971770333933,13
18,1474,0.010811627217881646,14
18,131,0.010713465572125658,15
18,1129,0.010682853249642193,16
18,629,0.010657789370584208,17
18,1719,0.010627772386902283,18
18,2240,0.010624884866584717,19
18,2063,0.010588184471754011,20
19,4129,0.6242563703248285,1
19,3683,0.6083044657038154,2
19,3652,0.482607702622919,3
19,154,0.4516077880313951,4
19,445,0.44398249765122216,5
19,602,0.4141169510247461,6
19,3342,0.37581308605393166,7
19,1717,0.3707272962747416,8
19,612,0.3678342429141385,9
19,9,0.34114291793080814,10
19,425,0.33221168305411874,11
19,432,0.260712047589335,12
19,4892,0.19116878348189,13
19,4738,0.1631853591826499,14
19,3161,0.15146669312889796,15
19,3118,0.15050846336387988,16
19,4309,0.15050846336387988,17
19,36,0.14905968532371225,18
19,198,0.14779821369304055,19
19,4636,0.14514433986704736,20
20,2139,0.6674119612199828,1
20,635,0.3718202649437138,2
20,3886,0.35222523630587715,3
20,4867,0.35056306075899807,4
20,3655,0.33835228843589565,5
20,2244,0.2774071745336553,6
20,4592,0.27395795687382546,7
20,4151,0.22766387431069254,8
20,4023,0.1122058956088781,9
20,3940,0.10930935960909642,10
20,1047,0.10443177600274717,11
20,4541,0.10258832649079148,12
20,3530,0.09297329073442816,13
20,4781,0.0929278613451352,14
20,4977,0.09282054349326084,15
20,3605,0.08943224152248377,16
20,2127,0.0883273658822214,17
20,1472,0.08767681228451718,18
20,4395,0.08164447132386883,19
20,1092,0.08078176546604537,20
21,2138,0.6394264355361662,1
21,1181,0.4608449587817733,2
21,2132,0.36231026611616945,3
21,3181,0.3292580078289936,4
21,1209,0.3165395639649653,5
21,871,0.3111191212362791,6
21,916,0.301268231308482,7
21,1858,0.2971133697329574,8
21,2179,0.2945734997645771,9
21,336,0.2624892270903082,10
21,938,0.2555748000541185,11
21,628,0.2539956017501607,12
21,2180,0.24882489202250593,13
21,4,0.2475022925377507,14
21,106,0.2465968858698401,15
21,4455,0.2465968858698401,16
21,2523,0.24490455520096907,17
21,1738,0.23759361952341887,18
21,4997,0.23586731346632295,19
21,845,0.230906748042626,20
22,811,1.0,1
22,4875,1.0,2
22,4444,0.8500277577106955,3
22,3871,0.7318584387320604,4
22,1453,0.6852972810880493,5
22,74,0.573147566759874,6
22,2196,0.5405450855713366,7
22,57,0.5097460087672797,8
22,16,0.5025091622729138,9
22,3220,0.4657794094794243,10
22,1088,0.4639646341345192,11
22,3230,0.45607190730073094,12
22,115,0.439852699056181,13
22,431,0.3538954390927416,14
22,4499,0.30441009809090397,15
22,588,0.2536815172925425,16
22,4561,0.15813562566168793,17
22,3064,0.14357967432358767,18
22,313,0.1269527307102758,19
22,3223,0.12279958164015167,20
23,0,0.9639060434170441,1
23,2422,0.8835490285551808,2
23,3046,0.5599863194797845,3
23,4656,0.4104900198716689,4
23,3778,0.3429946760479418,5
23,3447,0.2580852046631831,6
23,2251,0.2571985309887717,7
23,4551,0.25672662191116186,8
23,3407,0.23493145411659289,9
23,4896,0.23228424310817616,10
23,1928,0.22134755362205422,11
23,3469,0.21470442523903258,12
23,4395,0.21130646766024175,13
23,4362,0.20548797308304967,14
23,642,0.20307301761210264,15
23,4401,0.19298220390932985,16
23,3086,0.19183685757125427,17
23,1756,0.1874488576640917,18
23,2103,0.18277613952438665,19
23,3328,0.17266221545386057,20
24,157,0.8924400265529268,1
24,313,0.8066759519482063,2
24,1139,0.7966017089946376,3
24,314,0.7855600675326287,4
24,1090,0.562569106516297,5
24,58,0.5469239867063914,6
24,1735,0.5270913072243082,7
24,2249,0.511297373814745,8
24,1729,0.47505678339090585,9
24,4511,0.32907664658619173,10
24,4143,0.27627425711186454,11
24,106,0.17888211946596705,12
24,4455,0.17888211946596705,13
24,3695,0.17277180591386201,14
24,1356,0.16472904461455984,15
24,336,0.16177760325387985,16
24,4448,0.16054838759841475,17
24,1342,0.1580519599479711,18
24,3784,0.15689089440496679,19
24,8,0.15390176628491822,20
25,1458,0.9530299243539805,1
25,247,0.9474382673652181,2
25,897,0.9474382673652181,3
25,928,0.9474382673652181,4
25,128,0.9263468037797488,5
25,687,0.9097652127582453,6
25,126,0.8564603766083173,7
25,359,0.8564603766083173,8
25,662,0.8184812482941344,9
25,360,0.7825328812800119,10
25,1605,0.6445640340271412,11
25,708,0.5416630325601542,12
25,1195,0.4516972893396413,13
25,2566,0.43766462915681587,14
25,1907,0.3126303042926578,15
25,4706,0.25821124757067626,16
25,3958,0.16366207839122676,17
25,244,0.15059857428863832,18
25,199,0.15006164746599526,19
25,4078,0.1444569932996515,20
26,1167,0.274390089349083,1
26,522,0.2589553498078526,2
26,378,0.22956098601834876,3
26,1799,0.2218507506353799,4
26,4211,0.19229085242327024,5
26,2117,0.13463068366171935,6
26,4464,0.13463068366171935,7
26,816,0.12253846983507354,8
26,1079,0.12238111684246598,9
26,590,0.12238111684246598,10
26,156,0.1207164792605784,11
26,603,0.1207164792605784,12
26,596,0.12025135267412715,13
26,1081,0.11893706683210113,14
26,2248,0.11848075700496515,15
26,323,0.11263277512174488,16
26,2418,0.11080016913421832,17
26,3082,0.10764921803613088,18
26,1705,0.10471021683964575,19
26,1554,0.09747320506813906,20
27,3381,0.06832628485424466,1
27,3779,0.0672346397048923,2
27,2476,0.06678929205487417,3
27,3876,0.0654031671905411,4
27,639,0.06508788178980292,5
27,2739,0.06474335672376451,6
27,2126,0.06449921439462557,7
27,2261,0.06386612362011572,8
27,3373,0.06306613883811533,9
27,4715,0.06291452352261728,10
27,2432,0.06202074562911701,11
27,2917,0.06202074562911701,12
27,4190,0.061488523644137434,13
27,2618,0.06073556022028348,14
27,3641,0.06073556022028348,15
27,1788,0.060538067494987226,16
27,3638,0.060538067494987226,17
27,1879,0.060492879763595075,18
27,4259,0.060492879763595075,19
27,1650,0.06048315082346505,20
28,809,0.9157327990944683,1
28,2865,0.9070344720464169,2
28,433,0.8872827125188941,3
28,51,0.8604515365732053,4
28,11,0.7935377399971549,5
28,1105,0.7765588541918143,6
28,77,0.7749270260510912,7
28,103,0.7496699818492479,8
28,227,0.7496699818492479,9
28,480,0.4847199828842343,10
28,2127,0.44001157439215305,11
28,3748,0.3757697216523631,12
28,1146,0.31694712233340167,13
28,2149,0.3132822898471862,14
28,228,0.27356943530105715,15
28,185,0.19116270382615505,16
28,1871,0.1817756776171412,17
28,3927,0.17074860446127005,18
28,3359,0.16722247133621468,19
28,1908,0.16532417172381222,20
29,4487,0.5301959659807165,1
29,1858,0.39979385403947393,2
29,1725,0.3485684315663095,3
29,1104,0.3316776559513736,4
29,2386,0.3035363154751666,5
29,895,0.2881623229753277,6
29,4359,0.2833503825247047,7
29,1110,0.27483194050035376,8
29,3973,0.2647749090306439,9
29,4895,0.2637709146429789,10
29,715,0.2619404768172099,11
29,2450,0.2607099194578367,12
29,3853,0.2511010267763752,13
29,4479,0.25049143152878584,14
29,3351,0.24613464527372053,15
29,428,0.2457219720520062,16
29,2802,0.23978898904432064,17
29,4782,0.2344424657990188,18
29,2886,0.23385624709282737,19
29,3852,0.23241443570721032,20
30,14,0.8604161536319448,1
30,52,0.8316088618789801,2
30,8,0.7460537320950728,3
30,1700,0.7447091951446329,4
30,1443,0.7125944684477777,5
30,426,0.6822710916495229,6
30,50,0.6469674230267352,7
30,2,0.6469674230267352,8
30,100,0.5334384942449969,9
30,83,0.5160949243930112,10
30,2401,0.34139858633473935,11
30,2133,0.29162898556990413,12
30,3533,0.14284682094044,13
30,317,0.1349366100947744,14
30,2318,0.13146540409536026,15
30,1403,0.13120036814401786,16
30,1092,0.13116560980557618,17
30,4620,0.12941101453630774,18
30,3316,0.12939445497151666,19
30,4040,0.1257302528748786,20
31,371,0.6479106153121375,1
31,2204,0.38271632799295935,2
31,1725,0.35826296595897855,3
31,123,0.3567057372528768,4
31,17,0.3489032249924313,5
31,860,0.31809197529611244,6
31,2886,0.3122412364396671,7
31,110,0.30151792556354867,8
31,2264,0.292344801800221,9
31,2202,0.2644221614881208,10
31,1205,0.2643404727973923,11
31,1104,0.26278857101266884,12
31,2063,0.2477694763562668,13
31,4165,0.23942440832142964,14
31,3021,0.2382125685036827,15
31,3500,0.23081353991877632,16
31,101,0.2296537142300814,17
31,2777,0.2285670762416042,18
31,453,0.2231935256167058,19
31,679,0.20933169098810933,20
32,437,1.0000000000000002,1
32,1093,1.0000000000000002,2
32,3292,0.7122066626123024,3
32,4415,0.6923143834914814,4
32,4078,0.6072862086870912,5
32,1809,0.595580553908767,6
32,434,0.5275745435921692,7
32,2964,0.5094739675759093,8
32,1719,0.5038258931926448,9
32,1575,0.5028095598240657,10
32,2475,0.5016499468356785,11
32,3717,0.4021313108970848,12
32,10,0.3952395581552652,13
32,4136,0.3619368453475436,14
32,1115,0.34143991112526045,15
32,650,0.257358529290912,16
32,336,0.16865063965025168,17
32,106,0.15843973102713368,18
32,4455,0.15843973102713368,19
32,3684,0.1539216129886842,20
33,2254,1.0,1
33,3769,0.9541362481695537,2
33,2725,0.9162148101049578,3
33,826,0.7977215962410357,4
33,4628,0.78697960767388,5
33,2962,0.6355936688718616,6
33,4291,0.5996842784738,7
33,1534,0.5623474019231003,8
33,4915,0.5531324263047431,9
33,4243,0.5455126986002253,10
33,3907,0.5455126986002253,11
33,599,0.5356858364892167,12
33,4982,0.5335652778928308,13
33,4958,0.4983762213845523,14
33,2989,0.49122886642410984,15
33,2553,0.4761394264293528,16
33,4988,0.4664161318361428,17
33,4815,0.45499896373628124,18
33,3648,0.4456322745868891,19
33,3827,0.4327067919921549,20
34,932,0.4929291406532568,1
34,1119,0.36579488753393424,2
34,3088,0.3499017085239797,3
34,110,0.0695184933873847,4
34,4738,0.06928692502992657,5
34,3652,0.06751757512623546,6
34,1474,0.06698263386103527,7
34,862,0.06531691760671819,8
34,1097,0.06440246844959766,9
34,3161,0.06431129277723008,10
34,447,0.0640985665045449,11
34,3118,0.06390443768788386,12
34,4309,0.06390443768788386,13
34,2271,0.06362388584549211,14
34,36,0.06328930054594366,15
34,3194,0.06319497227091324,16
34,2306,0.0631154471126479,17
34,198,0.06275369189367541,18
34,3622,0.06252048659355744,19
34,3551,0.06216991817576032,20
35,2904,0.3593813648445587,1
35,242,0.2836225417098391,2
35,3659,0.24157418146668116,3
35,623,0.21331417089311042,4
35,3283,0.18566188651115315,5
35,243,0.18119726785781093,6
35,3875,0.17409962511282098,7
35,1747,0.15449519810571344,8
35,1704,0.15239164861175097,9
35,199,0.1441347389489936,10
35,2411,0.13943926701303025,11
35,3685,0.13683071370224933,12
35,3863,0.13559833142602373,13
35,2239,0.1337248492363734,14
35,4379,0.13310331042651258,15
35,3099,0.12641059165695295,16
35,4561,0.12480579941613007,17
35,1388,0.12092652024002777,18
35,47,0.12063459313971688,19
35,2194,0.11973543413892408,20
36,3955,0.6758456506696419,1
36,2442,0.6599965803230144,2
36,615,0.5502617329828875,3
36,2858,0.5357778896697231,4
36,1361,0.4974193628985152,5
36,849,0.49146337326470757,6
36,1808,0.49146337326470757,7
36,1697,0.47658552348868227,8
36,1350,0.41978071830103,9
36,3469,0.41616717151927285,10
36,3634,0.41410202174192295,11
36,327,0.3487934304780405,12
36,321,0.2588708205228393,13
36,320,0.23163566869777166,14
36,117,0.21655054767709236,15
36,595,0.1798265282531965,16
36,4738,0.16856028811686702,17
36,3161,0.15645563769810694,18
36,3118,0.15546584617463569,19
36,4309,0.15546584617463569,20
37,229,0.991520543130247,1
37,2467,0.9512862415138279,2
37,1765,0.43877390607484246,3
37,2125,0.41847412117373245,4
37,2319,0.11880976191073851,5
37,2130,0.11780089321187795,6
37,4937,0.11684124618500315,7
37,1968,0.11552662306622337,8
37,910,0.11488735211013214,9
37,4867,0.11425522275874768,10
37,4708,0.11368789153774356,11
37,2292,0.11340845934157703,12
37,988,0.11137407338831444,13
37,1641,0.11027533040165254,14
37,2331,0.11012754236258711,15
37,3617,0.10901115906245247,16
37,524,0.10826692381550636,17
37,1766,0.1080759197657296,18
37,2129,0.10782977714194451,19
37,4170,0.10670355231650139,20
38,1812,0.6573757020732511,1
38,3701,0.6338431694272045,2
38,2500,0.6302566103932812,3
38,951,0.5796293325810241,4
38,259,0.4910098739072291,5
38,2415,0.484303502422079,6
38,802,0.107182565989878,7
38,4781,0.051489043816581904,8
38,3652,0.05092767549809309,9
38,1474,0.05052417588908434,10
38,629,0.049805271111975614,11
38,1719,0.049664997743994806,12
38,862,0.04926774663028538,13
38,4142,0.048590532101170536,14
38,447,0.04834875939683961,15
38,3427,0.04820438617422435,16
38,2271,0.047990713620991436,17
38,2306,0.0476072045457834,18
38,2831,0.04735420475851965,19
38,3551,0.04689400371204734,20
39,2838,0.7649448844786494,1
39,4895,0.6815685207895374,2
39,1865,0.5716197401505522,3
39,4892,0.5654310140038861,4
39,2443,0.5457800940614552,5
39,1106,0.5344588244025599,6
39,58,0.4863575475451447,7
39,4826,0.4630681630829412,8
39,4379,0.4168988017107455,9
39,4796,0.31992849957198977,10
39,219,0.30347813543884367,11
39,164,0.25108048537440547,12
39,1725,0.24610620262482458,13
39,895,0.22861122015829136,14
39,4359,0.22479370659028702,15
39,1092,0.21800057768527972,16
39,3743,0.21346943087619108,17
39,4172,0.2016706971122182,18
39,2850,0.19980309407150565,19
39,450,0.1988562708841039,20
40,2575,0.6688808189149589,1
40,2240,0.02448609561079878,2
40,102,0.02423098268017707,3
40,3381,0.02406950505274117,4
40,1468,0.023865677706494906,5
40,174,0.023698601232260093,6
40,3779,0.023684947945704127,7
40,4191,0.02356466598577034,8
40,2476,0.023528063994890703,9
40,3194,0.023507512633209635,10
40,1352,0.023417200917502462,11
40,3876,0.023039769636475537,12
40,639,0.0229287031038474,13
40,619,0.022816691997310613,14
40,2739,0.0228073362267298,15
40,3566,0.022755771832404674,16
40,2126,0.0227213314770594,17
40,1205,0.022671227131889824,18
40,2210,0.022660001224906065,19
40,1600,0.022545107519710474,20
41,3129,0.5793510692759077,1
41,252,0.40097268535150593,2
41,350,0.39319998961386804,3
41,2175,0.3930328085147311,4
41,2748,0.3692047718832666,5
41,2504,0.3469959863275089,6
41,1544,0.3419574072878194,7
41,1229,0.3335146905186103,8
41,380,0.32154922988112944,9
41,3389,0.3133653944663433,10
41,2307,0.3073741609989662,11
41,3690,0.26354346711088467,12
41,2366,0.230439197228429,13
41,4146,0.2078059969847334,14
41,988,0.1853934032426345,15
41,3617,0.17550738907916255,16
41,1766,0.17400165876179174,17
41,327,0.15942122261091637,18
41,3115,0.1559854824181989,19
41,3406,0.14951836219339254,20
42,3525,0.4121624248220981,1
42,131,0.3346301222318771,2
42,198,0.3163757422497794,3
42,878,0.3051327175134317,4
42,504,0.29549534897760904,5
42,1618,0.2911952753075093,6
42,2806,0.2741696312442943,7
42,2613,0.2500056256087614,8
42,63,0.24888594559439595,9
42,2681,0.24198408199264873,10
42,1484,0.21375453131249197,11
42,3204,0.20846463080870575,12
42,1923,0.20700488077669665,13
42,982,0.20612008227438938,14
42,1227,0.1995264979300054,15
42,491,0.19928028090690827,16
42,2022,0.18132594509977515,17
42,1950,0.17387902819698056,18
42,954,0.17070839298820228,19
42,3553,0.16473665665819448,20
43,220,0.9377261859023791,1
43,606,0.5319423235106818,2
43,114,0.48942140180584887,3
43,136,0.48183339452771856,4
43,317,0.3737074654651351,5
43,230,0.34963263819120965,6
43,3257,0.32052316445760326,7
43,2845,0.25466823862436505,8
43,2838,0.1866943763835926,9
43,1075,0.17012468205851936,10
43,1725,0.07596222777402241,11
43,3013,0.07341160857558325,12
43,4090,0.06795739638591093,13
43,3201,0.06366475469492433,14
43,4037,0.0633573645004325,15
43,3834,0.062351418226567396,16
43,2196,0.06206379003356525,17
43,3786,0.060579542492429,18
43,2964,0.059373985559601807,19
43,4547,0.059293003012479126,20
44,712,0.4090659062389522,1
44,2047,0.3662410118585582,2
44,1538,0.13648482471390352,3
44,731,0.11872790951040897,4
44,1051,0.07745464948762851,5
44,21,0.07602593171982364,6
44,699,0.07438668127244807,7
44,1241,0.07292625836010644,8
44,576,0.07201227510572539,9
44,1095,0.06926575040982527,10
44,1533,0.06879880082769234,11
44,2138,0.06858795608914951,12
44,78,0.06753128301893781,13
